deviceId,time,state,isDeleted
d001,2021/10/3 10:03:10,"	1",0
d001,2021/10/3 10:03:11,"	1",0
d001,2021/10/3 10:03:12,"	1",0
d001,2021/10/3 10:03:13,"	1",0
d001,2021/10/3 10:03:14,"	1",0
d001,2021/10/3 10:03:15,"	1",0
d001,2021/10/3 10:03:16,"	1",0
d001,2021/10/3 10:03:17,"	1",0
d001,2021/10/3 10:03:18,"	1",0
d001,2021/10/3 10:03:19,"	1",0
d001,2021/10/3 10:03:20,"	1",0
d001,2021/10/3 10:03:21,"	1",0
d001,2021/10/3 10:03:22,"	1",0
d001,2021/10/3 10:03:23,"	1",0
d001,2021/10/3 10:03:24,"	1",0
d001,2021/10/3 10:03:25,"	1",0
d001,2021/10/3 10:03:26,"	1",0
d001,2021/10/3 10:03:27,"	1",0
d001,2021/10/3 10:03:28,"	1",0
d001,2021/10/3 10:03:29,"	1",0
d001,2021/10/3 10:03:30,"	1",0
d001,2021/10/3 10:03:31,"	1",0
d001,2021/10/3 10:03:32,"	1",0
d001,2021/10/3 10:03:33,"	1",0
d001,2021/10/3 10:03:34,"	0",0
d001,2021/10/3 10:03:35,"	0",0
d001,2021/10/3 10:03:36,"	0",0
d001,2021/10/3 10:03:37,"	0",0
d001,2021/10/3 10:03:38,"	0",0
d001,2021/10/3 10:03:39,"	1",0
d001,2021/10/3 10:03:40,"	1",0
d001,2021/10/3 10:03:41,"	1",0
d001,2021/10/3 10:03:42,"	1",0
d001,2021/10/3 10:03:43,"	1",0
d001,2021/10/3 10:03:44,"	0",0
d001,2021/10/3 10:03:45,"	0",0
d001,2021/10/3 10:03:46,"	0",0
d001,2021/10/3 10:03:47,"	0",0
d001,2021/10/3 10:03:48,"	0",0
d001,2021/10/3 10:03:49,"	0",0
d001,2021/10/3 10:03:50,"	0",0
d001,2021/10/3 10:03:51,"	0",0
d001,2021/10/3 10:03:52,"	0",0
d001,2021/10/3 10:03:53,"	0",0
d001,2021/10/3 10:03:54,"	0",0
d001,2021/10/3 10:03:55,"	0",0
d001,2021/10/3 10:03:56,"	0",0
d001,2021/10/3 10:03:57,"	0",0
d001,2021/10/3 10:03:58,"	0",0
d001,2021/10/3 10:03:58,"	0",0
d001,2021/10/3 10:03:59,"	0",0
d001,2021/10/3 10:04:00,"	0",0
d001,2021/10/3 10:04:01,"	0",0
d001,2021/10/3 10:04:02,"	0",0
d001,2021/10/3 10:04:03,"	0",0
d001,2021/10/3 10:04:04,"	0",0
d001,2021/10/3 10:04:05,"	0",0
d001,2021/10/3 10:04:06,"	0",0
d001,2021/10/3 10:04:07,"	0",0
d001,2021/10/3 10:04:08,"	0",0
d001,2021/10/3 10:04:09,"	0",0
d001,2021/10/3 10:04:10,"	0",0
d001,2021/10/3 10:04:11,"	0",0
d001,2021/10/3 10:04:12,"	0",0
d001,2021/10/3 10:04:13,"	0",0
d001,2021/10/3 10:04:14,"	0",0
d001,2021/10/3 10:04:15,"	0",0
d001,2021/10/3 10:04:16,"	0",0
d001,2021/10/3 10:04:17,"	0",0
d001,2021/10/3 10:04:18,"	0",0
d001,2021/10/3 10:04:19,"	0",0
d001,2021/10/3 10:04:20,"	0",0
d001,2021/10/3 10:04:21,"	0",0
d001,2021/10/3 10:04:22,"	0",0
d001,2021/10/3 10:04:23,"	0",0
d001,2021/10/3 10:04:24,"	0",0
d001,2021/10/3 10:04:25,"	0",0
d001,2021/10/3 10:04:26,"	0",0
d001,2021/10/3 10:04:27,"	0",0
d001,2021/10/3 10:04:28,"	0",0
d001,2021/10/3 10:04:29,"	0",0
d001,2021/10/3 10:04:30,"	0",0
d001,2021/10/3 10:04:31,"	0",0
d001,2021/10/3 10:04:32,"	0",0
d001,2021/10/3 10:04:33,"	0",0
d001,2021/10/3 10:04:34,"	0",0
d001,2021/10/3 10:04:35,"	0",0
d001,2021/10/3 10:04:36,"	0",0
d001,2021/10/3 10:04:37,"	0",0
d001,2021/10/3 10:04:38,"	0",0
d001,2021/10/3 10:04:39,"	0",0
d001,2021/10/3 10:04:40,"	0",0
d001,2021/10/3 10:04:41,"	0",0
d001,2021/10/3 10:04:42,"	0",0
d001,2021/10/3 10:04:43,"	0",0
d001,2021/10/3 10:04:44,"	0",0
d001,2021/10/3 10:04:45,"	0",0
d001,2021/10/3 10:04:46,"	0",0
d001,2021/10/3 10:04:47,"	0",0
d001,2021/10/3 10:04:48,"	0",0
d001,2021/10/3 10:04:49,"	0",0
d001,2021/10/3 10:04:50,"	0",0
d001,2021/10/3 10:04:51,"	0",0
d001,2021/10/3 10:04:52,"	0",0
d001,2021/10/3 10:04:53,"	0",0
d001,2021/10/3 10:04:54,"	0",0
d001,2021/10/3 10:04:55,"	0",0
d001,2021/10/3 10:04:56,"	0",0
d001,2021/10/3 10:04:57,"	0",0
d001,2021/10/3 10:04:58,"	0",0
d001,2021/10/3 10:04:59,"	0",0
d001,2021/10/3 10:05:00,"	0",0
d001,2021/10/3 10:05:01,"	0",0
d001,2021/10/3 10:05:02,"	0",0
d001,2021/10/3 10:05:03,"	0",0
d001,2021/10/3 10:05:04,"	0",0
d001,2021/10/3 10:05:05,"	0",0
d001,2021/10/3 10:05:06,"	0",0
d001,2021/10/3 10:05:07,"	0",0
d001,2021/10/3 10:05:08,"	0",0
d001,2021/10/3 10:05:09,"	0",0
d001,2021/10/3 10:05:10,"	0",0
d001,2021/10/3 10:05:11,"	0",0
d001,2021/10/3 10:05:12,"	0",0
d001,2021/10/3 10:05:13,"	0",0
d001,2021/10/3 10:05:14,"	0",0
d001,2021/10/3 10:05:15,"	0",0
d001,2021/10/3 10:05:16,"	0",0
d001,2021/10/3 10:05:17,"	0",0
d001,2021/10/3 10:05:18,"	0",0
d001,2021/10/3 10:05:19,"	0",0
d001,2021/10/3 10:05:20,"	0",0
d001,2021/10/3 10:05:21,"	0",0
d001,2021/10/3 10:05:22,"	0",0
d001,2021/10/3 10:05:23,"	0",0
d001,2021/10/3 10:05:24,"	0",0
d001,2021/10/3 10:05:25,"	0",0
d001,2021/10/3 10:05:26,"	0",0
d001,2021/10/3 10:05:27,"	0",0
d001,2021/10/3 10:05:28,"	0",0
d001,2021/10/3 10:05:29,"	0",0
d001,2021/10/3 10:05:30,"	0",0
d001,2021/10/3 10:05:31,"	0",0
d001,2021/10/3 10:05:32,"	0",0
d001,2021/10/3 10:05:33,"	0",0
d001,2021/10/3 10:05:34,"	0",0
d001,2021/10/3 10:05:35,"	0",0
d001,2021/10/3 10:05:36,"	0",0
d001,2021/10/3 10:05:37,"	0",0
d001,2021/10/3 10:05:38,"	0",0
d001,2021/10/3 10:05:39,"	0",0
d001,2021/10/3 10:05:40,"	0",0
d001,2021/10/3 10:05:41,"	0",0
d001,2021/10/3 10:05:42,"	0",0
d001,2021/10/3 10:05:43,"	0",0
d001,2021/10/3 10:05:44,"	0",0
d001,2021/10/3 10:05:45,"	0",0
d001,2021/10/3 10:05:46,"	0",0
d001,2021/10/3 10:05:47,"	0",0
d001,2021/10/3 10:05:48,"	0",0
d001,2021/10/3 10:05:49,"	0",0
d001,2021/10/3 10:05:50,"	0",0
d001,2021/10/3 10:05:51,"	0",0
d001,2021/10/3 10:05:52,"	0",0
d001,2021/10/3 10:05:53,"	0",0
d001,2021/10/3 10:05:54,"	0",0
d001,2021/10/3 10:05:55,"	1",0
d001,2021/10/3 10:05:56,"	1",0
d001,2021/10/3 10:05:57,"	1",0
d001,2021/10/3 10:05:58,"	1",0
d001,2021/10/3 10:05:59,"	1",0
d001,2021/10/3 10:06:00,"	1",0
d001,2021/10/3 10:06:01,"	1",0
d001,2021/10/3 10:06:02,"	1",0
d001,2021/10/3 10:06:03,"	1",0
d001,2021/10/3 10:06:04,"	1",0
d001,2021/10/3 10:06:05,"	1",0
d001,2021/10/3 10:06:06,"	1",0
d001,2021/10/3 10:06:07,"	1",0
d001,2021/10/3 10:06:08,"	1",0
d001,2021/10/3 10:06:09,"	1",0
d001,2021/10/3 10:06:10,"	0",0
d001,2021/10/3 10:06:11,"	0",0
d001,2021/10/3 10:06:12,"	0",0
d001,2021/10/3 10:06:13,"	0",0
d001,2021/10/3 10:06:14,"	0",0
d001,2021/10/3 10:06:15,"	0",0
d001,2021/10/3 10:06:16,"	0",0
d001,2021/10/3 10:06:17,"	0",0
d001,2021/10/3 10:06:18,"	0",0
d001,2021/10/3 10:06:19,"	0",0
d001,2021/10/3 10:06:20,"	0",0
d001,2021/10/3 10:06:21,"	0",0
d001,2021/10/3 10:06:22,"	0",0
d001,2021/10/3 10:06:23,"	0",0
d001,2021/10/3 10:06:24,"	0",0
d001,2021/10/3 10:06:25,"	0",0
d001,2021/10/3 10:06:26,"	0",0
d001,2021/10/3 10:06:27,"	0",0
d001,2021/10/3 10:06:28,"	0",0
d001,2021/10/3 10:06:29,"	0",0
d001,2021/10/3 10:06:30,"	0",0
d001,2021/10/3 10:06:31,"	0",0
d001,2021/10/3 10:06:32,"	0",0
d001,2021/10/3 10:06:33,"	0",0
d001,2021/10/3 10:06:34,"	0",0
d001,2021/10/3 10:06:35,"	0",0
d001,2021/10/3 10:06:36,"	0",0
d001,2021/10/3 10:06:37,"	0",0
d001,2021/10/3 10:06:38,"	0",0
d001,2021/10/3 10:06:39,"	0",0
d001,2021/10/3 10:06:40,"	0",0
d001,2021/10/3 10:06:41,"	0",0
d001,2021/10/3 10:06:42,"	0",0
d001,2021/10/3 10:06:43,"	0",0
d001,2021/10/3 10:06:44,"	0",0
d001,2021/10/3 10:06:45,"	0",0
d001,2021/10/3 10:06:46,"	0",0
d001,2021/10/3 10:06:47,"	0",0
d001,2021/10/3 10:06:48,"	0",0
d001,2021/10/3 10:06:49,"	0",0
d001,2021/10/3 10:06:50,"	0",0
d001,2021/10/3 10:06:51,"	0",0
d001,2021/10/3 10:06:52,"	0",0
d001,2021/10/3 10:06:53,"	0",0
d001,2021/10/3 10:06:54,"	0",0
d001,2021/10/3 10:06:55,"	0",0
d001,2021/10/3 10:06:56,"	0",0
d001,2021/10/3 10:06:57,"	0",0
d001,2021/10/3 10:06:58,"	0",0
d001,2021/10/3 10:06:59,"	0",0
d001,2021/10/3 10:07:00,"	0",0
d001,2021/10/3 10:07:01,"	0",0
d001,2021/10/3 10:07:02,"	0",0
d001,2021/10/3 10:07:03,"	0",0
d001,2021/10/3 10:07:04,"	0",0
d001,2021/10/3 10:07:05,"	0",0
d001,2021/10/3 10:07:06,"	0",0
d001,2021/10/3 10:07:07,"	0",0
d001,2021/10/3 10:07:08,"	0",0
d001,2021/10/3 10:07:09,"	0",0
d001,2021/10/3 10:07:10,"	0",0
d001,2021/10/3 10:07:11,"	0",0
d001,2021/10/3 10:07:12,"	0",0
d001,2021/10/3 10:07:13,"	0",0
d001,2021/10/3 10:07:14,"	0",0
d001,2021/10/3 10:07:15,"	0",0
d001,2021/10/3 10:07:16,"	0",0
d001,2021/10/3 10:07:17,"	0",0
d001,2021/10/3 10:07:17,"	0",0
d001,2021/10/3 10:07:18,"	0",0
d001,2021/10/3 10:07:19,"	0",0
d001,2021/10/3 10:07:20,"	0",0
d001,2021/10/3 10:07:21,"	0",0
d001,2021/10/3 10:07:22,"	0",0
d001,2021/10/3 10:07:23,"	0",0
d001,2021/10/3 10:07:24,"	0",0
d001,2021/10/3 10:07:25,"	0",0
d001,2021/10/3 10:07:26,"	0",0
d001,2021/10/3 10:07:27,"	0",0
d001,2021/10/3 10:07:28,"	0",0
d001,2021/10/3 10:07:29,"	0",0
d001,2021/10/3 10:07:30,"	0",0
d001,2021/10/3 10:07:31,"	0",0
d001,2021/10/3 10:07:32,"	0",0
d001,2021/10/3 10:07:33,"	0",0
d001,2021/10/3 10:07:34,"	0",0
d001,2021/10/3 10:07:35,"	0",0
d001,2021/10/3 10:07:36,"	0",0
d001,2021/10/3 10:07:37,"	0",0
d001,2021/10/3 10:07:38,"	0",0
d001,2021/10/3 10:07:39,"	0",0
d001,2021/10/3 10:07:40,"	0",0
d001,2021/10/3 10:07:41,"	0",0
d001,2021/10/3 10:07:42,"	0",0
d001,2021/10/3 10:07:43,"	0",0
d001,2021/10/3 10:07:44,"	0",0
d001,2021/10/3 10:07:45,"	0",0
d001,2021/10/3 10:07:46,"	0",0
d001,2021/10/3 10:07:47,"	0",0
d001,2021/10/3 10:07:48,"	0",0
d001,2021/10/3 10:07:49,"	0",0
d001,2021/10/3 10:07:50,"	0",0
d001,2021/10/3 10:07:51,"	0",0
d001,2021/10/3 10:07:52,"	0",0
d001,2021/10/3 10:07:53,"	0",0
d001,2021/10/3 10:07:54,"	0",0
d001,2021/10/3 10:07:55,"	0",0
d001,2021/10/3 10:07:56,"	0",0
d001,2021/10/3 10:07:57,"	0",0
d001,2021/10/3 10:07:58,"	0",0
d001,2021/10/3 10:07:59,"	0",0
d001,2021/10/3 10:08:00,"	0",0
d001,2021/10/3 10:08:01,"	0",0
d001,2021/10/3 10:08:02,"	0",0
d001,2021/10/3 10:08:03,"	0",0
d001,2021/10/3 10:08:04,"	0",0
d001,2021/10/3 10:08:05,"	0",0
d001,2021/10/3 10:08:06,"	0",0
d001,2021/10/3 10:08:07,"	0",0
d001,2021/10/3 10:08:08,"	0",0
d001,2021/10/3 10:08:09,"	0",0
d001,2021/10/3 10:08:10,"	0",0
d001,2021/10/3 10:08:11,"	0",0
d001,2021/10/3 10:08:12,"	0",0
d001,2021/10/3 10:08:13,"	0",0
d001,2021/10/3 10:08:14,"	0",0
d001,2021/10/3 10:08:15,"	0",0
d001,2021/10/3 10:08:16,"	0",0
d001,2021/10/3 10:08:17,"	0",0
d001,2021/10/3 10:08:18,"	0",0
d001,2021/10/3 10:08:19,"	0",0
d001,2021/10/3 10:08:20,"	0",0
d001,2021/10/3 10:08:21,"	0",0
d001,2021/10/3 10:08:22,"	0",0
d001,2021/10/3 10:08:23,"	0",0
d001,2021/10/3 10:08:24,"	0",0
d001,2021/10/3 10:08:25,"	0",0
d001,2021/10/3 10:08:26,"	0",0
d001,2021/10/3 10:08:27,"	0",0
d001,2021/10/3 10:08:28,"	0",0
d001,2021/10/3 10:08:29,"	0",0
d001,2021/10/3 10:08:30,"	0",0
d001,2021/10/3 10:08:31,"	0",0
d001,2021/10/3 10:08:32,"	0",0
d001,2021/10/3 10:08:33,"	0",0
d001,2021/10/3 10:08:34,"	0",0
d001,2021/10/3 10:08:35,"	0",0
d001,2021/10/3 10:08:36,"	0",0
d001,2021/10/3 10:08:37,"	0",0
d001,2021/10/3 10:08:38,"	0",0
d001,2021/10/3 10:08:39,"	0",0
d001,2021/10/3 10:08:40,"	0",0
d001,2021/10/3 10:08:41,"	0",0
d001,2021/10/3 10:08:42,"	0",0
d001,2021/10/3 10:08:43,"	0",0
d001,2021/10/3 10:08:44,"	0",0
d001,2021/10/3 10:08:45,"	0",0
d001,2021/10/3 10:08:46,"	0",0
d001,2021/10/3 10:08:47,"	0",0
d001,2021/10/3 10:08:48,"	0",0
d001,2021/10/3 10:08:49,"	0",0
d001,2021/10/3 10:08:50,"	0",0
d001,2021/10/3 10:08:51,"	0",0
d001,2021/10/3 10:08:52,"	0",0
d001,2021/10/3 10:08:53,"	0",0
d001,2021/10/3 10:08:54,"	0",0
d001,2021/10/3 10:08:55,"	0",0
d001,2021/10/3 10:08:56,"	0",0
d001,2021/10/3 10:08:57,"	0",0
d001,2021/10/3 10:08:58,"	0",0
d001,2021/10/3 10:08:59,"	0",0
d001,2021/10/3 10:09:00,"	0",0
d001,2021/10/3 10:09:01,"	0",0
d001,2021/10/3 10:09:02,"	0",0
d001,2021/10/3 10:09:03,"	0",0
d001,2021/10/3 10:09:04,"	0",0
d001,2021/10/3 10:09:05,"	0",0
d001,2021/10/3 10:09:06,"	0",0
d001,2021/10/3 10:09:07,"	0",0
d001,2021/10/3 10:09:08,"	0",0
d001,2021/10/3 10:09:09,"	0",0
d001,2021/10/3 10:09:10,"	0",0
d001,2021/10/3 10:09:11,"	0",0
d001,2021/10/3 10:09:12,"	0",0
d001,2021/10/3 10:09:13,"	0",0
d001,2021/10/3 10:09:14,"	0",0
d001,2021/10/3 10:09:15,"	0",0
d001,2021/10/3 10:09:16,"	0",0
d001,2021/10/3 10:09:17,"	0",0
d001,2021/10/3 10:09:18,"	0",0
d001,2021/10/3 10:09:19,"	0",0
d001,2021/10/3 10:09:20,"	0",0
d001,2021/10/3 10:09:21,"	0",0
d001,2021/10/3 10:09:22,"	0",0
d001,2021/10/3 10:09:23,"	0",0
d001,2021/10/3 10:09:24,"	0",0
d001,2021/10/3 10:09:25,"	0",0
d001,2021/10/3 10:09:26,"	0",0
d001,2021/10/3 10:09:27,"	0",0
d001,2021/10/3 10:09:28,"	0",0
d001,2021/10/3 10:09:29,"	0",0
d001,2021/10/3 10:09:30,"	0",0
d001,2021/10/3 10:09:31,"	0",0
